date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:00:56	207663/207663	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:11:39%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/seven-summit-trek-dawa-sherpa-k2-winter-2021-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/seven-summit-trek-dawa-sherpa-k2-winter-2021-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:00:56	176378/176378	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:11:42%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/seven-summit-trek-dawa-sherpa-k2-winter-2021-2-768x1024.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/seven-summit-trek-dawa-sherpa-k2-winter-2021-2-768x1024.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:00:56	319209/319209	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:14:22%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/sergimingote-k2-winter-expedition-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/sergimingote-k2-winter-expedition-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:00:57	159023/159023	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:14:10%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/sergimingote-k2-winter-expedition-1-1024x1016.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/sergimingote-k2-winter-expedition-1-1024x1016.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:00:57	183212/183212	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:14:06%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/sergimingote-k2-winter-expedition-1.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/sergimingote-k2-winter-expedition-1.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:00:58	146651/146651	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:13:54%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/Dr.-Atanas-Skatov-k2-winter-2021-seven-summit-trek-dawa-sherpa-5-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/Dr.-Atanas-Skatov-k2-winter-2021-seven-summit-trek-dawa-sherpa-5-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:00:58	175785/175785	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:13:34%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/Dr.-Atanas-Skatov-k2-winter-2021-seven-summit-trek-dawa-sherpa-4-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/Dr.-Atanas-Skatov-k2-winter-2021-seven-summit-trek-dawa-sherpa-4-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:00	267542/267542	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:14:26%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/sergimingote-k2-winter-expedition-2-1024x1019.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/sergimingote-k2-winter-expedition-2-1024x1019.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:00	637241/637241	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:13:49%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/Dr.-Atanas-Skatov-k2-winter-2021-seven-summit-trek-dawa-sherpa-5.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/Dr.-Atanas-Skatov-k2-winter-2021-seven-summit-trek-dawa-sherpa-5.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:00	348602/348602	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:13:00%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-4.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-4.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:00	90811/90811	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:12:48%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-3-1024x590.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-3-1024x590.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:01	105131/105131	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:13:07%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-4-1024x658.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-4-1024x658.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:01	278358/278358	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:12:43%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-3.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-3.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:01	345526/345526	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:12:27%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:01	1026945/1026945	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:13:28%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/Dr.-Atanas-Skatov-k2-winter-2021-seven-summit-trek-dawa-sherpa-4.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/Dr.-Atanas-Skatov-k2-winter-2021-seven-summit-trek-dawa-sherpa-4.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:01	88857/88857	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:12:32%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-2-1024x582.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-2-1024x582.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:02	114103/114103	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:12:13%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-1-1024x526.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-1-1024x526.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:02	154721/154721	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:11:26%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/seven-summit-trek-dawa-sherpa-k2-winter-2021-1.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/seven-summit-trek-dawa-sherpa-k2-winter-2021-1.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:02	136730/136730	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:11:29%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/seven-summit-trek-dawa-sherpa-k2-winter-2021-1-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/seven-summit-trek-dawa-sherpa-k2-winter-2021-1-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:02	105150/105150	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:12:21%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-3.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-3.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:03	88356/88356	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:12:24%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-3-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-3-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:03	109870/109870	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:12:09%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:03	508496/508496	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Dec%202020%2014:12:09%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-1.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/carlos-garranzo-k2-winter-climb-1.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:03	93793/93793	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:12:12%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-2-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-2-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:04	218245/218245	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:00:47%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-4-819x1024.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-4-819x1024.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:04	576442/576442	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:00:42%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-4.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-4.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:05	162754/162754	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:00:26%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-3-819x1024.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-3-819x1024.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:05	146321/146321	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2013:24:25%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-%c2%a9-Dr.-Atanas-Skatov-1-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-%c2%a9-Dr.-Atanas-Skatov-1-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:05	359660/359660	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:00:21%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-3.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-3.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:05	674759/674759	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2013:24:19%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-%c2%a9-Dr.-Atanas-Skatov-1.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-%c2%a9-Dr.-Atanas-Skatov-1.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:05	126178/126178	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2007:59:57%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-1-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-1-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:05	41504/41504	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:00:08%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:06	155609/155609	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2013:24:04%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-%c2%a9-Dr.-Atanas-Skatov-2-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-%c2%a9-Dr.-Atanas-Skatov-2-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:06	108287/108287	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:12:32%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-4.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-4.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:06	532491/532491	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2007:59:52%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-1.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-1.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:06	91655/91655	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:12:35%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-4-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-4-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:07	103923/103923	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:11:55%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-1.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-1.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:07	87554/87554	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:11:58%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-1-768x1024.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/whatapp-23-1-768x1024.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:07	89746/89746	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:45:44%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-6-768x1024.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-6-768x1024.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:08	429310/429310	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:45:39%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-6.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-6.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:08	661586/661586	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2013:23:55%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-%c2%a9-Dr.-Atanas-Skatov-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-%c2%a9-Dr.-Atanas-Skatov-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:08	114317/114317	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:45:27%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-5-1024x743.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-5-1024x743.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:08	109925/109925	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:26:20%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-arnold-costner-1024x683.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-arnold-costner-1024x683.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:08	168011/168011	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:26:16%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-arnold-costner.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2021-arnold-costner.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:09	24876/24876	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:44:39%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-1.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-1.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:09	42471/42471	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:44:46%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:09	552153/552153	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:45:21%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-5.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-5.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:09	127834/127834	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:45:05%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-4.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-4.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:09	135208/135208	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Dec%202020%2008:44:54%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-3.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-climb-expedition-3.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:10	173730/173730	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2007:32:28%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2020-21-Magdalena-Gorzkowska-climber-polish-3.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2020-21-Magdalena-Gorzkowska-climber-polish-3.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:10	105397/105397	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2008:16:41%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-1-768x1024.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-1-768x1024.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:10	160030/160030	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2008:17:00%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-2-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-2-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:11	401373/401373	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2008:16:37%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-1.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-1.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:11	125549/125549	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2008:16:25%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-3-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-3-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:11	651716/651716	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2008:16:57%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:11	30495/30495	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2007:32:35%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2020-21-john-snori-muhammad-ali-sadpara-1.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2020-21-john-snori-muhammad-ali-sadpara-1.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:11	23239/23239	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2007:32:42%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2020-21-john-snori-muhammad-ali-sadpara-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-2020-21-john-snori-muhammad-ali-sadpara-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:12	115578/115578	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2008:01:52%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedidtion-seven-summit-trek.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedidtion-seven-summit-trek.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:12	456673/456673	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2008:16:22%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-3.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-tradegy-or-triumph-climbers-a-3.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:12	125920/125920	---M--	200	added ('OK')	image/jpeg	date:Sat,%2019%20Dec%202020%2008:01:55%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedidtion-seven-summit-trek-1024x768.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedidtion-seven-summit-trek-1024x768.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:12	146169/146169	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Dec%202020%2007:38:15%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-2020-21-1024x699.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-2020-21-1024x699.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:13	222096/222096	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Dec%202020%2007:38:12%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-2020-21.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-2020-21.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
20:01:13	323056/323056	---M--	200	added ('OK')	image/jpeg	date:Sun,%2013%20Dec%202020%2008:23:15%20GMT	https://www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-copyright-magdensz-2.jpg	C:/My%20Web%20Sites/sdswd/www.pakistantravelblog.com/wp-content/uploads/2020/12/k2-winter-expedition-copyright-magdensz-2.jpg	(from https://www.pakistantravelblog.com/k2-winter-expedition/)
